overall,wage_eur,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
56,1000,1,70,27,36,49,58,46,50,24,46,32,29,51,32,31,31,33,70,70,61,56,89,22,61,59,32,31,62,56,49,37,40,42,60,60,61
56,1000,1,57,26,30,31,58,61,25,23,55,31,26,23,31,28,29,29,57,57,46,45,69,36,71,63,61,23,57,49,23,34,35,44,58,64,63
56,2000,1,63,53,54,55,50,50,50,52,56,58,44,55,49,47,54,53,66,60,59,56,61,60,58,59,47,48,45,50,61,53,46,43,48,50,52
56,2000,1,69,25,45,51,54,57,51,26,49,49,18,49,24,29,45,47,70,69,56,53,77,23,58,60,58,21,48,54,44,39,36,38,52,56,56
56,2000,1,68,48,54,55,51,49,46,40,55,68,44,53,41,44,54,54,69,68,55,59,72,62,59,55,39,48,66,46,56,45,54,42,41,59,61
56,1000,1,71,42,54,56,46,48,56,36,49,58,36,53,53,40,53,52,69,73,76,49,78,53,70,65,37,40,48,38,55,49,46,45,48,48,49
56,1000,1,69,33,41,57,55,54,59,30,52,39,30,55,38,40,30,59,68,69,59,54,68,33,54,38,61,36,58,54,51,38,41,40,48,60,62
56,2000,1,57,55,45,53,25,56,39,58,59,50,47,49,41,43,36,54,55-4,58,64,55,62,50,68,55,63,52,37,19,54,49,60,48,28,16,23
56,1000,1,58,32,48,54,53,57,34,29,47,57,26,54,31,33,54,54,61,55,52,55,50,44,68,50,60,25,56,56,32,49,35,36,49,57,54
56,1000,1,65,43,57,58,38,49,46,39,47,67,44,56,52,43,64,57,68,63,67,55,66,56,54,60,43,37,51,29,47,52,53,58,29,48,44
56,1000,1,74,28,38,54,53,58,48,26,41,34,25,54,48,33,33,49,73,75,62,55,70,26,61,66,58,25,48,48,55,36,33,44,55,56,58
56,1000,1,65,53,52,59,28,43,52,56,46,56,50,59,46,41,54,58,67,64,65,51,66,55,58,59,42,47,23,14,48,47,48,42,40,24,18
56,1000,1,71,43,52,61,23,47,57,41,26,53,40,61,62,48,42,59,74,69,79,37,67,46,46,52,50,48,33,16,52,50,31,45,32,20,14
56,1000,1,64,38,49,56,55,61,35,36,46,51,30,53,35,33,55,59,62+5,66+6,61,60,60+2,49,61,67,62+9,30,52,58,42+6,60,42,41,52,60,50
56,1000,1,65,36,50,46,50,67,42,30,41,55,30,40,35,30,57,44,67,64,61,61,63,49,60,75,69,32,55,52,51,53,36,38,52,49,56
56,2000,1,72,49,46,56,33,60,57,49,53,53,27,52,21,20,45,57,69,74,64,55,65,63,65,63,65,44,44,27,57,34,36,40,31,34,32
56,1000,1,66,39,57,60,40,52,50,35,31,62,35,57,56,42,57,60,69,63,73,54,66,43,56,61,45,45,57,38,44,60,35,56,44,40,36
56,1000,1,71,56,38,54,21,46,30,59,58,39,40,56,33,29,32,48,69,73,52,56,68,54,59,46,49,52,35,19,53,51,62,48,16,16,20
56,1000,1,73,53,49,59,28,48,57,55,46,45,52,58,56,37,40,57,71,74,69,37,75,56,47,65,41,44,42,23,54,54,56,56,28,28,22
56,1000,1,68,44,52,61,37,48,51,43,39,56,38,59,48,41,50,61,70,66,68,53,78,52,56,35,58,40,38,22,47,53,47,56,52,33,30
56,2000,1,67,36,51,57,45,69,38,27,43,65,31,56,36,38,54,57,69,66,54,63,59,51,61,72,75,38,52,44,63,46,36,62,49,41,44
56,1000,1,61,41,48,62,53,57,39,30,45,57,33,60,31,35,53,65,62,61,58,60,78,56,62,62,56,58,51,54,28,47,40,53,52,56,53
56,2000,1,67,57,53,53,44,74,35,55,40,60,61,54,60+2,63+4,54,50,65,69,61,50,55,62+2,67,63-18,79,63,77,48,54,56,39,55,38,46-2,47-2
56,2000,1,57,55,35,52,25,65,27,58,57,40,48,54,25,32,34,50,58,57,49,53,44,53,61,43,77,51,61,21,52,40,57,54,19,25,20
56,1000,1,62,48,53,61,27,49,50,46,38,54,52,60,61,51,47,63,63,61,56,55,65,57,47,49,58+3,43,28,20,42,55,51,51,39,19,17
56,1000,1,72,27,34,52,57,57,40,25,42,35,29,55,31,29,26,42,74,71,57,51,78,29,61,59,56,23,55,55,37,35,37,45,60,57,63
56,3000,1,63,29,32,35,58,56,29,24,57,35,32,29,30,29,35,33,64,62,49,51,66,42,73,58,57,23,46,51,31,28,40,43,55,64,63
56,0,1,74,41,41,48,54,58,54,36,44,43,34,46,24,40,35,41,76,73,67,54,71,63,63,65,56,32,52,49,47,35,36,44,57,58,53
56,1000,1,64,53,59,50,40,53,52,56,53,65,33,43,35,53,59,56,63,65,60,48,72,49,45,55,59,58,35,35,46,63,53,53,48,33,35
56,1000,1,68,29,45,48,55,63,42,27,59,50,29,38,35,26,47,54,70,67,67,57,61,35,73,55,70,26,55,53,41,46,24,54,48,60,57
56,2000,1,71,54,38,52,34,56,30,57,54,41,44,49,45,33,40,53,70,71,59,54,53,55,62,62,63,47,28,24,50,40,59,49,40,30,28
56,1000,1,75,24,36,31,55,67,26,16,44,46,23,28,22,26,41,28,77,74,49,42,33,37,66,50,83,20,46,51,47,32,33,47,55,60,56
56,2000,1,72,35,50,54,51,58,43,23,57,57,30,55,63,38,52,48,69,74,66,56,58,54,53,62,59-7,41,51,52,54,45,33,57,43,55,52
56,1000,1,66,37,52,56,50,61,43,29,42,60,33,49,30,30,56,54,65,66,85,54,75,47,58,77,56,38,52,51,54,53,42,39,58,47,40
56,1000,1,62,36,52,55,55,62,35,29,40,61,25,51,34,39,59,59,61,63,59,56,65,48,63,69,59,42,58,61,30,54,41,43,58,57,46
56,2000,1,59,44,56,57,52,49,48,45,48,62,32,55,38,45,61,56,63,55,60,54,71,48,56,50,45,35,58,49,55,57,49,54,57,49,56
56,1000,1,70,32,37,54,58,53,36,30,49,37,29,59,41,39,35,39,71,69,57,56,84,29,68,68,45,38,51,54,42,38,36,41,59,62,60
56,2000,1,65,46,54,55,51,62,49,44,48,58,39,52,47,40,56,57,67,63,62,55+1,68,57,58,68+3,59,41,63,53,42,55+1,50,49+1,49,49,58
56,1000,1,54,53,46,51,21,56,38,54,54,52,46,50,46,37,44,53,53,54,44,54,58,55,56,42,70,48,36,17,58,48,53,51,16,18,18
56,1000,1,62,44,51,48,53,58,56,42,51,51,46,43,45,37,48,48,62,62,61,50,68,50,43,66,58,40,51,50,44,51,52,53,48,59,58
56,1000,1,71,58,44,60,32,58,46,61,35,45,40,58,42,38,42,62,73,69,71,39,66,64,53,58,69,53,31,23,51,45,50,49,45,27,24
56,1000,1,57,29,49,56,54,55,54+2,28,52+1,55+2,25,54,42,32,47,55,58,56+9,60+9,55,68,32,66,52+5,58,28,48,52+1,46,42,23,50+5,54+1,57+1,55
56,2000,1,66,55,49,56,37,56,53,57,45,51,48,55,42,43,45,56,66,66,64,49,65,54,60,65,59,56,36,32,52,50,55,45,44,32,32
56,1000,1,74,51,54,57,35,71,38,47,56,56,49,59+3,70,60,60,55+4,68,79,59,54,56,65,71,67,70,53+3,79,23,38,54,47,55,46,26,29
56,1000,1,71,56,45,62,26,35,44,56,40,47,45,61,41,39,39,60,70,72,66,45,87,65,36,39,35,50,28,24,55,49,50,41,28,22,24
56,2000,1,84,30,43,56,50,51,53,28,46,48,23,57,57,32,28,45,83-6,84-4,80,47,71,28,62,68,40,31,52,51,51,37,39,40,48,54,49
56,1000,1,70,45,56,58,35,39,52,43,36,62,39,57+3,48,47,57,52-3,72+8,69+4,67,47,91,53,53,53+15,30,40,39,29,44,55,50,54-2,33,37,42
56,1000,1,59,28,36,33,53,67,37,19,63,41,27,25,31,27,37,39,60,58,39,53,45,46,68,61,75,31,52,50,29,31,34,45,45,57,61
56,1000,1,64,41,54,56,48,52,44,31,53,61,39,50,34,36,58,56,68,60,70,64,84,60,47,61,44,40,62,41,58,57,48,59,52,45,52
56,1000,1,73,47,55,58,52,65,55,43,51,65,30,58,39,34,58,56,74,73,60,52,65,60,59,65,68,52,57,50,38,42,43,41,44,59,57
56,2000,1,56,53,56,59,44,59,53,46,30,60,41,58,51,49,59,58,59,53,71,44,66,61,73,52,63,62,54,41,58,52,49,59,52,43,44
56,1000,1,62,30,41,55,53,65,55,28,52,47,27,53,30,28,32,54,59,65,61,58,72,40,72,62,68,23,60,46,40,29,33,50,51,57,57
56,2000,1,58,54,41,53,27,59,34,57,57,45,46,49,37,28,41,50,62,55,70,54,71,55,71,62,67,46,34,14,57,47,56,54,40,18,12
56,3000,1,61,26,39,52,57,69,48,21,62,39,28,49,27,24,35,53,63,59,61,56,51,35,74,61,73,17,68,45,48,38,39,45,55,65,58
56,1000,1,78,51,31,55,22,76,22,49,57,42,30,56,31,21,19,50,77,78-5,69,39,59,68,86,67,77,43,80,15,52,31,49,46,21,17,15
56,1000,1,59,58,40,51,22,52,32,63,64,48,41,51,38,30,32,44,68,51,56,56,73,51,63,54,59,56,28,17,49,43,69,52,25,11,14
56,1000,1,58,44,57,59,30,47,48,42,31,68,42,59,38,37,59,63,57,59,54,52,55,56,45,55,45,36,41,18,53,53,41,49,31,34,41
56,1000,1,75,41,52,59,39,36,58,42,33,57,40,56,47,42,52,54,78,73,72,52,96,42,51,42,28,38,47,39,50,42,41,36,31,46,44
56,2000,1,63,50,57,57,50,48,48,48,30,61,37,48,62,64,48,57,62,63,89,54,78,54,81,62,43,53,37,56,51,62,43,55,48,54,49
56,2000,1,80,43,46,55,31,57,46,42,32,48,41,50,41,36,44,59,79,81,63,54,68,50,54,70,59,33,34,24,56,46,53,42,37,32,21
56,2000,1,66,51,54,61,51,61,50,55,49,57,47,58,48,49,52,53,57,73,86,57,86,50,86,70,58,49,52,53,54,55,37,53,55,48,47
56,1000,1,59,26,24,33,55,71,24,22,56,26,25,28,20,23,22,34,60,59,38,46,51,40,69,70,82,18,45,58,29,21,36,43,51,59,52
56,1000,1,67,36,51,56,51,62,39,29,55,62+1,37,49+2,32,38,57+3,60+1,74,62,69,55,69,49,66,64,65+1,35,50,53,52,49+2,37,42,42,59+2,48
56,2000,1,51,54,38,46,29,66,20,58,64,48+1,44,47,27,27,33+1,46+1,49,52,39,55,40,61,43,56,77,41+1,56,21+3,56,46,54,45,30-5,24+3,22+1
56,2000,1,77,50,42,57,33,58,52,52,39,41,44,55,39,31,29,53,79,76,78,58,67,48,39,68,58,44,48,29,55,49,56,46,45,25,19
56,3000,1,70,28,51,50,55,62,51+5,26,56,60+14,22,45,32,56,56+20,52,71,70,60,45,63,28,60,48,70,25,61,46,56,33,34,40,58,56,60
56,1000,1,70,31,43,50,54,60,46,24,46,47,31,49,30,32,48,51,70,70,60,44,40,38,63,66,61,33,48,59,52,34,39,55,53,55,52
56,1000,1,65,29,35,55,55,62,47,25,45,34,32,60,35,31,25,41,69,61,59,58,69,27,59,63,62,31,59,55,54,35,41,42,50,61,63
56,1000,1,55,57,56,56,49,56,54,57,51,58,55,55,54,54,55,55,54,55,62,51,66,59,57,62,53,58,55,44,53,58,58,50,54,49,46
56,1000,1,40,49,52,50,53,63,50,48,55,55-3,34,52,37,44,55,53-2,33,45,33,53,40,57,61,48,71,52,63,57,43,52,43,53,44,57,53
56,2000,1,54,24,37,41,62,66,42+17,19,55,38,22,29,40+13,23,32,43,52,55,75,53,66,32,70,57,72,21,59,57,46+16,36,33,56,69,59,63
56,1000,1,82,54,57,62,51,54,53,51,53,59,60,59,53,56,56,63,79,85,77,57,63,56,74,59,49,53,56,56,57,57,63,62,43,53,52
56,3000,1,57,38,51,57,52,58,43+4,40,48,58+2,30,57+1,32,34,54+4,58+1,59,56,53,54,54,39,52,59,60,33,51,53,45,53+2,36,52,52,53,52
56,2000,1,64,41,60,58,50,44,51,38,54,73,33,56,45,39,64,59,63,64,59,53,75,60,56,32,40,33,65,52,32,53,48,40,38,56,62
56,2000,1,59,46,56,61,54,52,55,44,54,62,46,62,44,45,58,59,61,58,58,62,64,57,60,53,50,41,56,56,29,52,52,54,51,53,59
56,1000,1,64,53,56,57,49,65,51,54,53,59,36,56,52,55,54,58,63,64,66,52,56,59,64,61,66,54,68,43,47,57,45,59,48,51,53
56,1000,1,41,29,41,46,53,63,38,19,53,47,42,42,26,33,38,53,42,41,47,47,49,47,53,50,73,25,57,54,37,42,43,51,50,56,55
56,0,1,61,40,54,48,55,52,43,36,48,67,28,48,36,35,65,45,57,64,52,52,60,63,55,46,55,32,52,45,34,45,42,45,58,58,67
56,1000,1,63,56,43,57,20,54,36,58,52,41,63,60,44,32,42,55,62,63,50,52,61,52,63,55,62,53,28,15,54,57,57,47,16,18,17
56,3000,1,65,55,54,57,27,48,53,55,46,57,54,58,49,44,54,56,67,64,62,41,57,61,41,46,58,51,28,26,52,52,60,57,27,22,26
56,1000,2,44,55,60,54,43,51,56,54,52,65,49,48,58,57,52,62,50,39,57,44,69,61,33,34,56,50,62,51,63,62,58,67,40,40,31
56,1000,1,57,26,54,52,48,81,60,21,40,56,13,45,42,37,55,57,59,56,53,63,72,36,61,66,85,24,94,31,41,53,35,53,56,51,58
56,1000,1,58,52,49,57,34,53,50,57,42,54,50,57,53,50,42,55,65,53,61,70,51,52,50,44,59,43,50,42,58,45,47,54,22,37,32
56,1000,1,53,56,33,47,34,68,24,62,71,40,51,48,27,22,21,43,54,53,51,49,46,50,64,58,80,49,51,18,50,41,56,41,49,21,18
56,2000,1,60,51,54,58,59,63,58,48-6,59,59+5,53,56+4,49,48,47-6,54+3,61,60,71,62+9,76,52,71,68,62,56+6,59,59+10,55-7,49,44,58,59,59+13,55+7
56,3000,1,63,36,55,65,55,65,66,32,58,60+4,32,63,34,36,55,66-1,61,65,76,56+7,65,46,65,61,66,33,68,56+20,52+4,43,39,38,51,56-2,57
56,1000,1,36,33,51,52,53,50,39,33,48,60,29,43,31,34,53,60,37,35,63,63,62,39,53,49,50,26,49,58,35,55,35,69,56,51,48
56,2000,1,68,57,40,62,28,50,43,56,44,38,44,62,38,31,39,62,69,68,60,59,59,71,47,45,62,48,26,16,64,46,49,50,34,26,27
56,2000,1,66,38,57,54,51,66,47,40,47,67,29,51,39,32,59,53,68,65,63,57,74,45,62,70,68,30,56,51,28,59,42,54,51,52,55
55,1000,1,68,55,37,50,21,52,28,62,52,39,33,45,35,30,30,52,68,68,59,51,68,52,66,50,60,48,32,17,53,49,63,42,21,16,17
55,3000,1,68,44,57,54,40,45,44,46,45,67,40,50,52,39,59,59,69,67,57,56,65,50,51,56,42,35,37,22,47,55,46,60,40,46,48
55,1000,1,63,44,50,58,37,52,45,42,36,51,44,57,46,41,48,58,62,64,55,55,67,50,55,52,54,39,45,24,52,56,52,58,51,32,38
55,1000,1,61,27,34,37,54,62,27,20,52,39,24,32,29,26,34,35,60,62,50,50,56,42,75,58,69,23,46,52,25,33,41,45,49,60,56
55,1000,1,70,34,54,63,51,47,39,31,47,63,29,59,49,40,56,62,74,66,79,54,82,48,73,52,36,28,62,48,26,57,47,44,56,48,52
55,1000,1,59,46,55,55,52,53,57,40,47,58,34,53,49,48,56,54,57,61,58,53,70,56,55,47,53,49,58,52,44,52,53,48,52,54,52
55,3000,1,54,41,52,56,53,56,40,34,50,60,30,54,40,35,55,58,58+5,51+8,59+3,59,64,53,52,42+5,58,43,68,53,51,54,45,57,60,50,42
55,1000,1,62,47,53,61,42,62,48,48,42,58,43,62,45,40,56,60,66,59,66,52,62,52,70,69,63,40,50,26,44,53,44,51,55,39,43
55,1000,1,73,47,48,61,37,43,46,48,33,51,46,59,47,44,44,62,72,73,67,43,71,51,59,46,44,39,35,30,42,50,53,48,49,30,39
55,1000,1,65,53,38,48,33,52,27,58,61,45,44,42,32,28,32,53,64,65,48,51,73,51,64,67,43,43,53,23,56,45,59,50,41,26,17
55,1000,1,70,54,38,54,20,45,28,59,65,42,34,53,35,35,29,50,68,71,61,50,73,54,66,52,46,50,28,17,44,47,58,44,15,12,19
55,1000,1,60,39,52,57,53,41,41,32,60,64,32,53,48,47,52,57,57,62,58,58,86,59,57,45,31,33,59,50,40,46,53,49,45,59,58
55,1000,1,65,48,53,57,36,57,42,44,43,61,42,54,41,36,59,54,65,65,72,54,73,56,58,66,56,50,47,36,46,53,45,54,29,39,38
55,1000,1,65,52,51,52,49,62,39,48,51,61,39,48,44,36,58,56,66,65,57,49,58,63,53,74,53,58,72,44,36,45,47,43,44,56,52
55,3000,1,64,48,51,57,47,64,39,49,51,61,42,56,41,34,55,58,63,65,62,50,64,52,62,63,73,47,41,43,40,47,44,55,39,54,49
55,2000,1,57,24,32,38,56,57,28,18,49,38,23,30,26,28,30,43,61,54,39,51,65,40,68,51,61,19,53,59,24,27,33,50,59,54,52
55,1000,1,74,40,46,48,50,70,51,40,42,45,25,45,52,52,41,44,75,74,64,49,64,42,67,78,62,38,80,50,46,42,41,50,53,48,51
55,1000,1,68,48,56,54,42,52,47,48,35,60,47,50,55,55,60,55,70,66,75,49,57,45,49,65,50,49,39,35,54,57,55,54,50,42,39
55,3000,1,59,55,44,57,20,36,38,54,55,47,45,54,39,32,40,53,60,58,63,60,89,59,69,45,30,53,29,11,58,52,58,45,14,22,15
55,3000,1,73,47,48,57,28,46,49,53,37,53,40,59,44,33,46,50,77,69,70,49,70,50,45,47,51,33,34,19,47,45,50,46,33,24,30
55,1000,1,62,57,38,50,19,60,29,62,52,44,40,46,34,31,32,53,58,65,57,50,64,52,71,58,71,54,34,16,50,46,60,48,17,12,16
55,3000,1,78,53,37,52,20,51,31,58,56,39,34,48,41,30,29,50,79,78,70,54,60,51,67,51,57,50,32,14,50,44,51,49,20,16,11
55,2000,1,70,42,54,53,55,53,49,37,49,59,38,51,39,46,56,53,72,68,55,58,72,49,61,52,49,42,62,58,49,56,48,46,53,57,53
55,1000,1,62,65,50,55,36,44,43,66,49,55,63,50,63,45,42,61,59,65,65,36,72,70,58,40,47,62,36,20,55,53,68,49,52,28,31
55,1000,1,59,52,36,51,29,68,25,54+2,63,45,41,49+7,28,25,23,52+5,58+5,59+3,55+6,48,51,55+6,65,64,78+15,45,49,16,52,47,56,42,33,24,24
55,1000,1,62,30,47,51,52,58,51,23,47,55,30,50,42,30,42,47,61,63,56,54,68,42,63,64,57,31,51,57,41,39,37,42,56,48,46
55,1000,1,60,42,57,52,37,60,50,36,45,64,44,52,47,41,58,55,59,60,45,51,52,55,53,59,69,34,40,27,53,59,53,58,34,41,47
55,1000,1,67,26,46,49,52,62,48,22,56,56,21,45,26,20,58,52,66,68,52,46,58,40,68,64,64,20,52,50,28,30,36,46,48,56,54
55,4000,1,63,33,37,53,56,58,49,33,45,33,29,56,33,30,29,44,66,60,60,51,72,34,66,60,58,26,51,56,53,39,34,40,58,56,58
55,1000,1,59,24,31,28,57,62,29,17,57,38,20,24,26,24,35,26,57,61,39,41,54,44,56,67,67,19,46,48,20,20,44,44,62,58,57
55,1000,1,74,39,48,59,23,54,56,40,26,50,34,55,38,32,42,58,71,76,83,43,66,44,82,71,52,32,32,14,47,46,43,44,38,17,15
55,3000,1,56,32,40,59,58,50,54,30,51,38,36,66,37,39,33,47,60,52,56,56,60,29,54,47,47,31,62,56,48,38,45,43,56,62,59
55,1000,1,65,42,51,57,51,59,54,39,43,58,35,53,42,38,55,62,62,67,61,48,65,46,61,57,61,47,58,50,35,39,45,47,57,50,47
55,1000,1,72,56,39,52,19,50,32,58,55,42,42,49,42,30,29,51,75,69,63,48,68,56,63,57,53,53,32,13,53,51,62,48,11,19,16
55,1000,1,69,53,39,56,18,49,41,58,54,41,40,55,31,32,34,54,67,71,63,54,75,48,62,54,51,49,32,12,53,42,53,42,16,15,12
55,1000,1,63,56,40,54,26,57,34,63,43,45,35,49,29,25,36,58,61,64,65,48,71,52,67,53,53,49,68,16,53,49,58,40,38,19,16
55,1000,1,72,46,48,57,41,51,49,49,36,51,39,58,36,31,42,50,74,71,65,46,75,52,50,64,48,35,44,42,53,51,47,50,45,37,44
55,1000,1,67,44,52,58,35,46,42,45,42,60,44,53,53,39,54,57,67,67,75,50,89,50,63,51,45,32,40,23,50,50,43,55,30,43,39
55,1000,1,87,49,45,56,33,51,40,53,40,47,37,51,46,35,42,50,86,88,88,49,83,53,70,49,46,41,61,23,53,50,37,49,40,31,29
55,1000,1,60,27,39,34,53,60,36,22,59,50,27,24,26,26,38,40,62,58,49,46,47,39,66,55,67,26,47,52,20,30,33,42,46,60,50
55,1000,1,72,25,47,51,51,46,53,22,42,50,20,49,29,29,45,47,74,70,58,51,79,24,63,56,40,28,43,52,48,46,34,41,50,53,54
55,1000,1,72,43,56,58,37,39,52,42,19,60,37,54,51,58,56,56,73,72,80,41,89,46,32,53,39,44,21,29,37,56,49,50,42,48,27
55,1000,1,59,25,27,31,58,56,21,23,54,30,26,24,21,27,29,29,55,63,43,44,72,35,71,58,57,18,46,51,25,29,32,44,60,62,61
55,1000,1,69,52,50,58,35,46,49,54,44,55,34,56,48,47,48,58,72,67,72,49,66,54,56,67,33,49,50,34,60,47,53,41,31,37,37
55,1000,1,64,48,54,56,50,46,48,41,60,63,46,54,48,41,59,54,68,60,55,53,89,64,62,61,32,47,58,41,51,45,50,49,46,53,58
55,1000,1,58,53,41,48,27,56,33,57,53,51,41,43,36,27,31,51,62,55,59,52,63,60,62,52,66,47,34,18,55,42,21,44,39,15,17
55,1000,1,60,33,39,34,53,60,33,27,56,48,25,28,28,30,46,36,58,62,38,52,58,45,72,52,66,35,52,52,34,30,38,42,53,54,53
55,4000,1,61,56,37,47,20,52,29,60,57,39,42,43,41,30,32,48,62,61,52,52,61,55,66,52,59,52,31,17,56,44,60,51,11,19,19
55,1000,1,65,33,44,48,53,56,52,30,47,50,28,45,36,30,36,45,66,64,64,46,69,41,56,61,56,32,51,53,36,35,33,39,52,55,57
55,1000,1,65,41,53,55,35,51,40,40,35,58,38,52,47,36,57,56,61,68,55+5,57,70,49,57,58,49,33,45,22,55,58,45,53,31,44,46
55,1000,1,63,39,57,55,55,51,50,32,51,62,41,56,43,42,60,51,63,63,58,53,68,52,60,49,46,39,63,53,32,59,49,47,52,56,64
55,3000,1,57,20,30,36,53,65,25,18,60,41,12,28,23,20,28,40,64,51,49,40,66,31,60,56,72,16,60,42,11,21,32,50,55,57,52
55,2000,1,79,49,49,56,22,55,42,54,50,58,42,58,47,39,47,47,81,78,82,45,53,45,70,53,62,40,34,20,50,43,56,43,21,18,16
55,1000,1,70,32,36,32,54,64,35,21,50,41,28,28,32,35,40,31,70,70,40,40,57,45,75,56,74,42,47,46,27,27,40,47,55,57,58
55,1000,1,73,53,39,52,23,53,31,57,52,44,40,45,41,31,33,52,73,73,70,53,81,47,69,51,58,51,37,20,59,46,58,45,17,23,19
55,2000,1,77,43,50,53,47,65,43,40,45,58,32,50,40,35,54,55,75,79,62,50,52,51,59,75,69,46,43,48,47,48,38,42,42,52,47
55,1000,1,64,24,33,34,54,58,26,16,49,43,31,27,24,22,32,38,63,64,46,45,52,34,72,50,61,27,58,52,27,29,33,41,53,58,55
55,2000,1,63,43,53,58,47,56,40,42,36,63,43,55,46,38,55,55,68,59,69,56,76,49,59,68,56,39,39,43,43,53,41,56,53,49,42
55,1000,1,66,54,39,47,18,59,30,61,56,44,39,42,37,29,31,49,68,65,54,49,70,53,63,64,69,42,28,17,50,50,63,43,12,12,15
55,2000,1,64,52,50,61,33,35,58,51,47,52,52,59,54,46,49,61,63,64,68,60,77,59,48,38,29,48,43,18,42,41,59,49,29,40,43
55,1000,1,66,46,57,56,38,53,42,45,44,68,44,52,49,44,61,59,65,67,60,55,69,55,58,42,61,38,45,23,46,53,44,65,37,42,49
55,1000,1,68,57,38,51,19,44,31,62,51,40,40,47,48,58,29,52,69,68,57,51,81,57,63,64,38,49,28,12,57,42,67,58,19,12,20
55,3000,1,69,50,33,49,22,63,27,55,58,38,35,45,27,28,20,55,67,70,52,42,51,56,62,65,69,35,45,22,57,45,55,44,17,18,17
55,1000,1,63,40,50,54,52,59,41,31,52,63,37,48,33,37,45,56,63,63,67,61,68,55,55,64,58,48,58,56,31,45,43,51,56,48,43
55,4000,1,54,27,27,31,58,61,22,23,50,29,28,24,23,30,31,32,53,55,44,46,51,40,60,59,69,23,45,52,22,26,37,37,60,61,59
55,1000,1,73,50,48,61,31,40,52,55,47,50,55,62,57,62,41,58,72,74,75,35,68,44,57,43,39,41,35,25,45,41,61,38,34,31,21
55,1000,1,55,27,28,34,54,65,22,21,48,31,23,30,28,28,28,32,54,55,48,48,49,37,68,62,73,26,50,49,25,30,41,46,55,58,57
55,1000,1,67,43,50,59,46,41,39,40,41,62,40,57,40,41,51,56,68,67,58,63,87,49,50,53,33,43,44,59,45,45,44,59,38,47,42
55,1000,1,67,49,57,61,43,47,54,48,55,61,52,62,57,44,57,60,66,67,57,55,62,55,58,46,49,40,42,30,54,57,56,59,46,41,49
55,1000,1,76,48,47,58,25,49,50+3,49,30,50+2,37,56+2,42+1,30,46+1,54+2,77+3,75+3,74+2,42,80,52,53,69+1,44,45,35,19,46,47+2,49,50+7,24,28,24
55,1000,1,55,26,30,33,56,60,22,24,58+14,38+5,23,28,27,23,26,31,56,55,47,44,53,39,70,55+19,68+10,16,42+1,51,21,27,33,43,58+14,56+1,54+6
55,1000,1,72,53,40,55,21,57,30,61,43,46,33,56,32,34,34,53,73,71,52,50,66,44,61,60,63,43,36,14,54,48,66,50,21,21,15
55,1000,1,58,55,41,54,18,57,33,59,54,47,38,51,36,33,30,52,59,57,69,49,65,54,76,61,64,50,31,11,52,52,66,51,16,13,14
55,1000,1,65,41,54,58,50,58,48,38,46,63,30,52,37,35,59,62,62,67,71,49,76,53,61,48,62,39,62,43,49,50,38,45,50,55,56
55,1000,1,67,53,53,59,31,41,55,53,45,56,51,59,48,45,53,54,72,62,73,43,79,58,47,61,32,46,38,27,48,51,60,46,28,33,28
55,1000,1,68,38,50,52,53,53,52,35,41,52,35,51,50,51,49,49,67,68,61,49,74,42,60,46,56,36,53,51,44,46,47,55,55,55,57
55,1000,1,69,45,52,58,41,52,42,39+3,51+10,58-3,49,53+2,43,38,57+3,59+7,71,68+1,74,60,74,53,54,55,56,49,36,30,44,55,45,58,35,48+4,49+9
55,1000,1,69,50,40,54,24,56,31,56,54,47,43,52,34,22,45,53,66,72,73,42,59,46,62,55,67,41,30,26,55,39,52,50,21,18,15
55,1000,1,48,38,46,49,57,65,33,34,61,56,38,45,39,34,47,54,41,53,52,54,40,54,48,47,80,33,53,51,33,44,37,53,70,51,47
55,1000,1,69,46,55,56,40,56,52,43,36,62,43,54,47,50,55,55,70,68,70,54,63,51,55,70,52,48,50,35,51,51,51,60,55,34,30
55,1000,1,63,42,54,52,36,55,41,39,45,65,41,49,31,40,60,53,64,62,58+4,55,70,52,61,52,54,35,59,45,55,50,40,41,14,45,45
55,1000,1,62,24,36,37,54,60,27,17,53,48,29,26,26,22,32,45,61,62,55,46,59,37,77,56,65,20,46,51,28,35,37,44,55,58,50
55,1000,1,70,50,44,57,24,58,41,51,59,49,43,55,43,41,30,55,70,70,61,55,79,48,70,70,60,48,35,19,48,52,66,45,22,20,16
55,1000,1,58,24,37,34,55,64,29,18,48,49,29,26,26,30,34,42,55,60,34,45,53,39,41,62,76,18,42,50,22,31,37,40,54,60,57
55,2000,1,74,50,47,58,22,53,52,51,34,50,35,56+1,42+7,38,42,54,75+1,74+4,73+8,43+6,78,60,55,67+4,50,44+12,40+9,17,45,45+1,45,49,20,24,21
